"country","spring","year","iso2c","gdp","ysp"
"Portugal",0,2016,"PT",47395.1,2016.5
"Portugal",0,2017,"PT",49978.7,2017.5
"Portugal",0,2018,"PT",52603.8,2018.5
"Portugal",0,2019,"PT",54772.4,2019.5
"Portugal",0,2020,"PT",52160.3,2020.5
"Portugal",0,2021,"PT",56510,2021.5
"Portugal",0,2022,"PT",62586.95,2022.5
"Portugal",0,2023,"PT",68028.9,2023.5
"Portugal",1,2011,"PT",43594.25,2011
"Portugal",1,2012,"PT",41501.1,2012
"Portugal",1,2013,"PT",41488.55,2013
"Portugal",1,2014,"PT",42356.55,2014
"Portugal",1,2015,"PT",44147.25,2015
"Portugal",1,2016,"PT",45849.85,2016
"Portugal",1,2017,"PT",47994.9,2017
"Portugal",1,2018,"PT",49988.25,2018
"Portugal",1,2019,"PT",52414.9,2019
"Portugal",1,2020,"PT",48099.1,2020
"Portugal",1,2021,"PT",51516.6,2021
"Portugal",1,2022,"PT",58583.45,2022
"Portugal",1,2023,"PT",64722.6,2023
"Romania",0,2011,"RO",38862.45,2011.5
"Romania",0,2012,"RO",39223.05,2012.5
"Romania",0,2013,"RO",40923.1,2013.5
"Romania",0,2014,"RO",43299,2014.5
"Romania",0,2015,"RO",46179,2015.5
"Romania",0,2016,"RO",48054.35,2016.5
"Romania",0,2017,"RO",53610.7,2017.5
"Romania",0,2018,"RO",59769.35,2018.5
"Romania",0,2019,"RO",64651,2019.5
"Romania",0,2020,"RO",63863.45,2020.5
"Romania",0,2021,"RO",69318.4,2021.5
"Romania",0,2022,"RO",81430.3,2022.5
"Romania",0,2023,"RO",92340.25,2023.5
"Romania",1,2011,"RO",30305.85,2011
"Romania",1,2012,"RO",30277.2,2012
"Romania",1,2013,"RO",30480.3,2013
"Romania",1,2014,"RO",32032.65,2014
"Romania",1,2015,"RO",33966.4,2015
"Romania",1,2016,"RO",35690.5,2016
"Romania",1,2017,"RO",39468.1,2017
"Romania",1,2018,"RO",43264.45,2018
"Romania",1,2019,"RO",47405.15,2019
"Romania",1,2020,"RO",46296.55,2020
"Romania",1,2021,"RO",51403,2021
"Romania",1,2022,"RO",60709.1,2022
"Romania",1,2023,"RO",69859.45,2023
"Serbia",0,2011,"RS",9324.75,2011.5
"Serbia",0,2012,"RS",8816.35,2012.5
"Serbia",0,2013,"RS",9492.1,2013.5
"Serbia",0,2014,"RS",9124.85,2014.5
"Serbia",0,2015,"RS",9384.8,2015.5
"Serbia",0,2016,"RS",9646.4,2016.5
"Serbia",0,2017,"RS",10473.9,2017.5
"Serbia",0,2018,"RS",11234.65,2018.5
"Serbia",0,2019,"RS",12225.35,2019.5
"Serbia",0,2020,"RS",12377.9,2020.5
"Serbia",0,2021,"RS",14354.5,2021.5
"Serbia",0,2022,"RS",16246.9,2022.5
"Serbia",0,2023,"RS",18500.45,2023.5
"Serbia",1,2011,"RS",8402.45,2011
"Serbia",1,2012,"RS",8016.8,2012
"Serbia",1,2013,"RS",8719.95,2013
"Serbia",1,2014,"RS",8608.75,2014
"Serbia",1,2015,"RS",8485.85,2015
"Serbia",1,2016,"RS",8742.6,2016
"Serbia",1,2017,"RS",9157.65,2017
"Serbia",1,2018,"RS",10211.85,2018
"Serbia",1,2019,"RS",10779.3,2019
"Serbia",1,2020,"RS",11029.75,2020
"Serbia",1,2021,"RS",12318.15,2021
"Serbia",1,2022,"RS",13968.1,2022
"Serbia",1,2023,"RS",16256.85,2023
"Slovakia",0,2011,"SK",18716.6,2011.5
"Slovakia",0,2012,"SK",19114.25,2012.5
"Slovakia",0,2013,"SK",19317.9,2013.5
"Slovakia",0,2014,"SK",19868.5,2014.5
"Slovakia",0,2015,"SK",20933.6,2015.5
"Slovakia",0,2016,"SK",21114.25,2016.5
"Slovakia",0,2017,"SK",22123.05,2017.5
"Slovakia",0,2018,"SK",23468.25,2018.5
"Slovakia",0,2019,"SK",24482.4,2019.5
"Slovakia",0,2020,"SK",24814.8,2020.5
"Slovakia",0,2021,"SK",26433.4,2021.5
"Slovakia",0,2022,"SK",28943.95,2022.5
"Slovakia",0,2023,"SK",32406.7,2023.5
"Slovakia",1,2011,"SK",17176.35,2011
"Slovakia",1,2012,"SK",17710.35,2012
"Slovakia",1,2013,"SK",17928.5,2013
"Slovakia",1,2014,"SK",18308.75,2014
"Slovakia",1,2015,"SK",19129.4,2015
"Slovakia",1,2016,"SK",19518.35,2016
"Slovakia",1,2017,"SK",20211.85,2017
"Slovakia",1,2018,"SK",21469.05,2018
"Slovakia",1,2019,"SK",22732.5,2019
"Slovakia",1,2020,"SK",21910,2020
"Slovakia",1,2021,"SK",23688.85,2021
"Slovakia",1,2022,"SK",25937.1,2022
"Slovakia",1,2023,"SK",28999.7,2023
"Slovenia",0,2011,"SI",9357.95,2011.5
"Slovenia",0,2012,"SI",9105.6,2012.5
"Slovenia",0,2013,"SI",9333.55,2013.5
"Slovenia",0,2014,"SI",9594.7,2014.5
"Slovenia",0,2015,"SI",9976.85,2015.5
"Slovenia",0,2016,"SI",10377.95,2016.5
"Slovenia",0,2017,"SI",11130.5,2017.5
"Slovenia",0,2018,"SI",11895.65,2018.5
"Slovenia",0,2019,"SI",12570.2,2019.5
"Slovenia",0,2020,"SI",12322.55,2020.5
"Slovenia",0,2021,"SI",13728.9,2021.5
"Slovenia",0,2022,"SI",14872.6,2022.5
"Slovenia",0,2023,"SI",16307.25,2023.5
"Slovenia",1,2011,"SI",9171.3,2011
"Slovenia",1,2012,"SI",9020.95,2012
"Slovenia",1,2013,"SI",8893.65,2013
"Slovenia",1,2014,"SI",9222.4,2014
"Slovenia",1,2015,"SI",9449.4,2015
"Slovenia",1,2016,"SI",9843.6,2016
"Slovenia",1,2017,"SI",10375.15,2017
"Slovenia",1,2018,"SI",11042.5,2018
"Slovenia",1,2019,"SI",11721,2019
"Slovenia",1,2020,"SI",11199.9,2020
"Slovenia",1,2021,"SI",12410.45,2021
"Slovenia",1,2022,"SI",13646.3,2022
"Slovenia",1,2023,"SI",15237.55,2023
"Spain",0,2011,"ES",266281.5,2011.5
"Spain",0,2012,"ES",258132,2012.5
"Spain",0,2013,"ES",257219.5,2013.5
"Spain",0,2014,"ES",261726,2014.5
"Spain",0,2015,"ES",274238.5,2015.5
"Spain",0,2016,"ES",283249.5,2016.5
"Spain",0,2017,"ES",295725,2017.5
"Spain",0,2018,"ES",306081,2018.5
"Spain",0,2019,"ES",315222.5,2019.5
"Spain",0,2020,"ES",290311,2020.5
"Spain",0,2021,"ES",318537.5,2021.5
"Spain",0,2022,"ES",347241.5,2022.5
"Spain",0,2023,"ES",372797.5,2023.5
"Spain",1,2011,"ES",265600,2011
"Spain",1,2012,"ES",257420,2012
"Spain",1,2013,"ES",253119,2013
"Spain",1,2014,"ES",254578,2014
"Spain",1,2015,"ES",264807.5,2015
"Spain",1,2016,"ES",273960.5,2016
"Spain",1,2017,"ES",285521,2017
"Spain",1,2018,"ES",295848.5,2018
"Spain",1,2019,"ES",307534,2019
"Spain",1,2020,"ES",269194,2020
"Spain",1,2021,"ES",292607.5,2021
"Spain",1,2022,"ES",325947,2022
"Spain",1,2023,"ES",358147,2023
"Spain",1,2024,"ES",367717,2024
"Sweden",0,2011,"SE",102814.5,2011.5
"Sweden",0,2012,"SE",109390,2012.5
"Sweden",0,2013,"SE",109627.45,2013.5
"Sweden",0,2014,"SE",109194.25,2014.5
"Sweden",0,2015,"SE",115242.35,2015.5
"Sweden",0,2016,"SE",115697.2,2016.5
"Sweden",0,2017,"SE",120385.7,2017.5
"Sweden",0,2018,"SE",116899.9,2018.5
"Sweden",0,2019,"SE",119241.05,2019.5
"Sweden",0,2020,"SE",124238.45,2020.5
"Sweden",0,2021,"SE",139201.5,2021.5
"Sweden",0,2022,"SE",142165.35,2022.5
"Sweden",0,2023,"SE",136834.6,2023.5
"Sweden",1,2011,"SE",103624.75,2011
"Sweden",1,2012,"SE",105620.15,2012
"Sweden",1,2013,"SE",111321.8,2013
"Sweden",1,2014,"SE",110244.9,2014
"Sweden",1,2015,"SE",112579.25,2015
"Sweden",1,2016,"SE",117438.95,2016
"Sweden",1,2017,"SE",119491.1,2017
"Sweden",1,2018,"SE",118472.25,2018
"Sweden",1,2019,"SE",119192.85,2019
"Sweden",1,2020,"SE",116133.15,2020
"Sweden",1,2021,"SE",131188.25,2021
"Sweden",1,2022,"SE",138629.95,2022
"Sweden",1,2023,"SE",137437.75,2023
"Switzerland",0,2011,"CH",133713.25,2011.5
"Switzerland",0,2012,"CH",134777,2012.5
"Switzerland",0,2013,"CH",134482.2,2013.5
"Switzerland",0,2014,"CH",139361.95,2014.5
"Switzerland",0,2015,"CH",156431.7,2015.5
"Switzerland",0,2016,"CH",157598.7,2016.5
"Switzerland",0,2017,"CH",151353.35,2017.5
"Switzerland",0,2018,"CH",157042.4,2018.5
"Switzerland",0,2019,"CH",164963.15,2019.5
"Switzerland",0,2020,"CH",165675.15,2020.5
"Switzerland",0,2021,"CH",178640.3,2021.5
"Switzerland",0,2022,"CH",202206.45,2022.5
"Switzerland",0,2023,"CH",208875.95,2023.5
"Switzerland",1,2011,"CH",124433.15,2011
"Switzerland",1,2012,"CH",132241.5,2012
"Switzerland",1,2013,"CH",131396.85,2013
"Switzerland",1,2014,"CH",134651.85,2014
"Switzerland",1,2015,"CH",156481.35,2015
"Switzerland",1,2016,"CH",153313.55,2016
"Switzerland",1,2017,"CH",156689.1,2017
"Switzerland",1,2018,"CH",150162.9,2018
"Switzerland",1,2019,"CH",157270.15,2019
"Switzerland",1,2020,"CH",159686.3,2020
"Switzerland",1,2021,"CH",165243.05,2021
"Switzerland",1,2022,"CH",186987.55,2022
"Switzerland",1,2023,"CH",200383.45,2023
"Türkiye",0,2011,"TR",156872.8,2011.5
"Türkiye",0,2012,"TR",187823.9,2012.5
"Türkiye",0,2013,"TR",184721.35,2013.5
"Türkiye",0,2014,"TR",195067.05,2014.5
"Türkiye",0,2015,"TR",201881.35,2015.5
"Türkiye",0,2016,"TR",207449.45,2016.5
"Türkiye",0,2017,"TR",202097.5,2017.5
"Türkiye",0,2018,"TR",160423.55,2018.5
"Türkiye",0,2019,"TR",185603.95,2019.5
"Türkiye",0,2020,"TR",164813.05,2020.5
"Türkiye",0,2021,"TR",186780.5,2021.5
"Türkiye",0,2022,"TR",244331.95,2022.5
"Türkiye",0,2023,"TR",269272,2023.5
"Türkiye",1,2011,"TR",142840.1,2011
"Türkiye",1,2012,"TR",154399.25,2012
"Türkiye",1,2013,"TR",174954.75,2013
"Türkiye",1,2014,"TR",159338.45,2014
"Türkiye",1,2015,"TR",186075.8,2015
"Türkiye",1,2016,"TR",184612.3,2016
"Türkiye",1,2017,"TR",177030.2,2017
"Türkiye",1,2018,"TR",170993.15,2018
"Türkiye",1,2019,"TR",153785,2019
"Türkiye",1,2020,"TR",147894.6,2020
"Türkiye",1,2021,"TR",157012.4,2021
"Türkiye",1,2022,"TR",181995.45,2022
"Türkiye",1,2023,"TR",234599.2,2023
"United Kingdom",0,2011,"UK",481503,2011.5
"United Kingdom",0,2012,"UK",541380.85,2012.5
"United Kingdom",0,2013,"UK",532164.75,2013.5
"United Kingdom",0,2014,"UK",591732.55,2014.5
"United Kingdom",0,2015,"UK",671595.65,2015.5
"United Kingdom",0,2016,"UK",584827.7,2016.5
"United Kingdom",0,2017,"UK",584285.65,2017.5
"United Kingdom",0,2018,"UK",608815.7,2018.5
"United Kingdom",0,2019,"UK",636801.65,2019.5
"United Kingdom",0,2020,"UK",580977.6,2020.5
"United Kingdom",1,2011,"UK",475309.8,2011
"United Kingdom",1,2012,"UK",514571.7,2012
"United Kingdom",1,2013,"UK",516164.6,2013
"United Kingdom",1,2014,"UK",564007.45,2014
"United Kingdom",1,2015,"UK",650892.4,2015
"United Kingdom",1,2016,"UK",635467,2016
"United Kingdom",1,2017,"UK",596020.7,2017
"United Kingdom",1,2018,"UK",601737.05,2018
"United Kingdom",1,2019,"UK",627371.4,2019
"United Kingdom",1,2020,"UK",587024.2,2020
