"c3","date","country","COLLEGE","SG","SJ","COMM","ECFIN","ENTR","COMP","EMPL","AGRI","MOVE","ENER","ENV","CLIMA","RTD","JRC","INFSO","MARE","MARKT","REGIO","TAXUD","EAC","HOME","JUST","FPI","TRADE","DEVCO","ECHO","ESTAT","HR","DIGIT","BUDG","IAS","OLAF","SCIC","DGT","OP","OIB","PMO","OIL","EPSO","CdP.OSP","CNECT","GROW","FISMA","SANTE","NEAR","NON.ASSIGN.DG","TF50","SRSS","DEFIS","IDEA","REFORM","UKTF","total","INTPA","HERA","year","month","spring"
"0",2021-10-01,"Poland",32,53,16,60,26,0,45,40,68,36,30,23,13,39,63,0,19,0,62,22,19,39,41,4,45,0,32,41,54,18,46,11,24,37,87,37,33,20,8,9,0,60,64,16,39,39,0,0,0,6,0,6,0,1539,56,1,2021,10,0
"0",2021-07-01,"Poland",30,49,17,58,24,0,44,40,72,34,29,25,11,40,63,0,20,0,59,22,20,41,41,4,46,0,33,40,55,18,44,11,24,39,90,36,33,20,7,9,0,58,64,17,38,38,0,0,0,7,0,8,0,1534,56,0,2021,7,0
"0",2022-10-01,"Poland",34,56,21,57,30,0,43,44,66,38,35,25,18,41,63,0,15,0,66,19,22,41,46,4,47,0,31,43,48,18,44,11,25,38,87,38,35,18,9,6,0,60,57,15,36,41,0,0,0,11,0,8,0,1565,51,4,2022,10,0
"0",2023-01-01,"Poland",34,55,21,57,30,0,43,43,66,39,36,25,18,42,64,0,15,0,64,20,21,38,46,5,48,0,32,45,51,18,44,12,25,38,86,38,34,18,9,6,0,60,57,16,36,42,0,0,0,13,0,9,0,1575,52,4,2023,1,1
"0",2022-01-01,"Poland",34,51,17,59,29,0,47,45,67,36,30,24,15,37,63,0,19,0,64,21,20,40,43,4,44,0,32,42,50,17,45,11,24,37,86,37,34,19,8,8,0,60,66,15,38,37,0,0,0,5,0,6,0,1546,57,3,2022,1,1
"0",2022-07-01,"Poland",34,54,20,55,29,0,44,43,68,37,32,25,18,41,64,0,16,0,67,20,22,39,45,5,44,0,31,41,49,19,44,11,25,38,86,38,33,16,8,7,0,60,57,16,37,41,0,0,0,9,0,8,0,1552,53,3,2022,7,0
"0",2021-01-01,"Poland",26,45,18,62,24,0,45,43,74,34,30,25,11,45,60,0,18,0,53,21,18,38,39,3,49,0,34,40,53,14,41,10,23,40,88,34,32,18,6,9,0,56,69,15,40,38,0,0,0,8,0,7,1,1512,55,0,2021,1,1
"0",2021-04-01,"Poland",29,49,17,60,25,0,44,43,74,32,29,26,11,41,62,0,18,0,61,20,18,41,41,3,49,0,33,39,53,14,40,10,23,40,89,34,32,18,6,9,0,57,66,15,38,39,0,0,0,7,0,7,0,1517,55,0,2021,4,1
"0",2022-04-01,"Poland",33,52,18,55,29,0,47,44,65,36,29,26,16,40,63,0,16,0,67,20,21,39,45,5,45,0,31,41,49,19,44,11,24,37,85,37,33,19,8,8,0,58,63,17,37,40,0,0,0,7,0,9,0,1544,53,3,2022,4,1
"0",2021-07-01,"Portugal",19,12,11,30,19,0,17,22,19,13,18,7,5,22,66,0,15,0,17,10,4,11,5,0,8,0,6,17,36,12,9,3,7,38,66,17,45,15,16,3,0,13,17,4,15,14,0,0,0,1,1,0,0,769,64,0,2021,7,0
"0",2023-01-01,"Portugal",21,12,10,26,21,0,17,26,19,12,22,6,5,20,64,0,16,0,15,11,4,9,5,1,10,0,6,21,30,14,12,4,7,32,71,16,44,14,19,3,0,14,17,5,11,19,0,0,0,2,1,2,0,775,56,3,2023,1,1
"0",2021-10-01,"Portugal",19,10,10,30,19,0,19,22,20,13,20,8,6,22,65,0,17,0,16,10,5,10,5,0,8,0,7,18,38,14,11,3,5,36,69,16,45,15,17,3,0,13,17,4,16,14,0,0,0,1,1,1,0,783,65,0,2021,10,0
"0",2022-10-01,"Portugal",21,11,10,29,22,0,18,26,19,12,23,6,5,19,66,0,16,0,16,10,5,9,5,1,10,0,6,23,30,13,12,5,7,32,71,14,43,14,19,3,0,15,17,5,11,16,0,0,0,1,1,2,0,777,56,2,2022,10,0
"0",2021-04-01,"Portugal",19,12,10,31,15,0,15,22,19,13,17,7,4,23,66,0,17,0,16,10,4,12,6,0,9,0,5,17,35,12,10,3,7,38,71,19,47,15,16,3,0,13,16,5,15,13,0,0,0,1,1,1,0,775,65,0,2021,4,1
"0",2021-01-01,"Portugal",17,10,9,34,16,0,14,21,20,13,16,7,3,32,60,0,17,0,16,8,4,11,6,1,10,0,6,16,38,11,10,4,7,38,72,20,48,15,16,3,0,13,16,5,17,13,0,0,0,2,1,1,2,781,62,0,2021,1,1
"0",2022-07-01,"Portugal",22,10,10,29,25,0,17,25,19,12,23,7,5,20,64,0,16,0,14,11,5,8,5,1,10,0,6,20,33,15,11,5,7,33,70,16,43,14,19,3,0,13,18,4,14,14,0,0,0,1,1,2,0,785,63,2,2022,7,0
"0",2022-01-01,"Portugal",20,9,10,28,20,0,19,23,18,13,21,6,6,20,63,0,16,0,17,10,5,9,5,1,8,0,7,19,38,15,11,4,5,35,69,16,44,14,17,3,0,13,16,4,16,13,0,0,0,1,1,1,0,772,63,0,2022,1,1
"0",2022-04-01,"Portugal",21,9,9,28,22,0,18,23,18,13,21,7,6,21,63,0,16,0,16,10,5,8,5,1,9,0,6,18,35,13,11,5,7,33,69,16,44,13,18,4,0,13,15,4,14,14,0,0,0,1,1,2,0,767,62,0,2022,4,1
"0",2021-04-01,"Romania",18,47,18,45,37,0,51,40,38,24,28,23,11,43,63,0,19,0,41,20,20,25,28,9,15,0,17,53,62,50,45,10,30,26,91,27,48,21,19,6,0,35,39,25,36,39,0,0,0,10,2,13,0,1429,62,0,2021,4,1
"0",2022-10-01,"Romania",18,50,20,52,46,0,44,44,42,18,31,23,13,40,74,0,19,0,51,28,24,27,30,9,15,0,20,52,71,61,50,13,29,25,84,32,49,26,20,5,0,44,41,27,31,36,0,0,0,9,2,18,0,1530,65,2,2022,10,0
"0",2022-07-01,"Romania",18,49,20,50,45,0,46,41,42,18,30,22,13,37,72,0,19,0,49,27,23,28,30,8,15,0,20,51,70,59,50,13,29,26,84,31,50,26,19,5,0,43,39,26,32,36,0,0,0,9,2,17,0,1506,65,2,2022,7,0
"0",2021-07-01,"Romania",17,50,18,45,40,0,48,41,39,20,30,23,10,40,66,0,18,0,43,21,23,26,32,9,15,0,18,53,63,50,48,10,30,26,87,27,49,22,20,6,0,37,40,27,37,40,0,0,0,8,2,14,0,1450,62,0,2021,7,0
"0",2021-10-01,"Romania",18,48,18,46,40,0,50,40,39,19,28,22,11,39,66,0,18,0,44,23,23,28,31,9,14,0,17,52,66,53,47,11,28,26,87,26,48,23,20,5,0,37,42,28,35,39,0,0,0,8,2,15,0,1454,65,0,2021,10,0
"0",2021-01-01,"Romania",19,42,18,46,36,0,50,40,36,25,28,23,10,59,60,0,18,0,40,22,19,25,29,8,16,0,16,50,62,49,46,10,30,26,92,26,47,20,18,6,0,39,40,26,35,36,0,0,0,9,2,13,3,1433,63,0,2021,1,1
"0",2022-01-01,"Romania",18,47,20,46,41,0,49,39,39,18,30,22,11,39,69,0,17,0,48,23,24,27,29,9,14,0,17,52,68,54,47,12,30,26,86,28,50,23,19,5,0,37,41,27,36,38,0,0,0,8,2,13,0,1459,61,0,2022,1,1
"0",2023-01-01,"Romania",18,48,20,51,44,0,46,44,42,20,30,26,13,44,75,0,19,0,52,29,23,27,30,8,14,0,20,51,68,65,50,13,28,26,86,33,50,26,19,5,0,45,43,27,31,33,0,0,0,8,2,17,0,1535,64,2,2023,1,1
"0",2022-04-01,"Romania",18,46,20,47,44,0,48,41,40,18,29,23,10,41,69,0,18,0,49,25,23,26,28,10,15,0,17,52,68,61,47,12,27,26,85,30,51,23,19,5,0,40,41,27,35,38,0,0,0,8,2,17,0,1484,64,1,2022,4,1
"0",2021-01-01,"Sweden",8,12,7,27,12,0,17,10,14,7,13,7,6,14,29,0,10,0,7,5,9,15,6,6,21,0,9,24,18,3,8,1,4,14,68,7,6,0,0,5,0,16,10,6,9,19,0,0,0,3,0,0,1,517,24,0,2021,1,1
"0",2022-07-01,"Sweden",6,12,7,21,15,0,18,8,11,7,13,8,8,11,26,0,9,0,8,3,6,15,6,3,21,0,8,23,23,3,5,0,4,14,67,8,7,0,0,6,0,15,11,6,8,15,0,0,0,4,0,0,0,498,28,1,2022,7,0
"0",2023-01-01,"Sweden",6,13,8,20,16,0,19,7,11,8,13,8,7,12,25,0,8,0,9,3,6,14,6,3,21,0,8,22,22,3,3,0,4,15,66,8,8,1,0,6,0,14,12,6,7,15,0,0,0,4,0,0,0,496,28,1,2023,1,1
"0",2022-10-01,"Sweden",6,13,9,20,16,0,19,8,11,8,12,8,7,12,25,0,9,0,8,3,6,15,6,3,20,0,8,23,23,3,4,0,4,14,65,8,8,1,0,6,0,14,13,7,7,15,0,0,0,4,0,0,0,499,27,1,2022,10,0
"0",2022-04-01,"Sweden",7,10,8,22,16,0,19,7,10,7,13,7,8,10,28,0,9,0,9,3,6,14,6,4,22,0,9,23,23,3,5,0,4,14,68,8,7,0,0,6,0,15,11,6,8,15,0,0,0,4,0,0,0,503,28,1,2022,4,1
"0",2022-01-01,"Sweden",8,9,7,22,16,0,19,7,13,8,13,7,6,12,30,0,9,0,7,5,6,14,7,5,22,0,9,24,22,3,6,0,4,14,68,6,7,0,0,6,0,15,10,6,8,18,0,0,0,4,0,0,0,509,26,1,2022,1,1
"0",2021-07-01,"Sweden",7,12,7,26,12,0,19,8,12,8,13,7,5,13,28,0,9,0,6,5,7,15,6,6,20,0,9,24,22,2,8,1,4,13,68,6,6,0,0,6,0,14,10,6,9,19,0,0,0,4,0,0,0,507,25,0,2021,7,0
"0",2021-10-01,"Sweden",6,10,7,23,15,0,19,8,12,8,13,7,5,13,28,0,9,0,7,5,7,14,7,6,21,0,9,24,22,3,8,0,4,14,68,6,7,0,0,6,0,15,10,6,10,18,0,0,0,4,0,0,0,511,27,0,2021,10,0
"0",2021-04-01,"Sweden",7,13,7,27,12,0,18,8,13,7,13,7,6,14,28,0,10,0,7,5,7,15,6,6,20,0,9,25,21,3,8,1,4,14,69,7,6,0,0,6,0,14,10,6,10,19,0,0,0,3,0,0,0,516,25,0,2021,4,1
"0",2022-10-01,"Slovenia",7,7,6,22,7,0,10,9,9,3,5,5,4,6,14,0,4,0,4,5,2,1,7,1,5,0,8,7,5,1,6,1,0,15,77,13,2,0,2,0,0,8,8,5,8,7,0,0,0,0,0,3,0,332,12,1,2022,10,0
"0",2021-10-01,"Slovenia",6,5,6,23,6,0,10,8,8,2,5,4,3,6,14,0,3,0,6,5,2,1,6,1,6,0,6,6,7,1,4,1,0,15,79,12,2,0,1,2,0,8,7,5,9,8,0,0,0,1,0,3,0,322,9,0,2021,10,0
"0",2021-04-01,"Slovenia",7,7,6,20,7,0,11,8,7,2,5,4,3,7,14,0,2,0,8,5,2,2,5,1,6,0,9,6,8,1,2,1,0,15,76,12,3,0,1,2,0,8,7,4,7,9,0,0,0,1,0,6,0,326,9,0,2021,4,1
"0",2021-07-01,"Slovenia",7,6,6,23,6,0,11,8,7,2,5,4,3,6,14,0,2,0,7,5,2,1,5,1,6,0,6,6,8,1,4,1,0,15,77,12,3,0,1,2,0,8,7,5,8,9,0,0,0,1,0,5,0,324,8,0,2021,7,0
"0",2023-01-01,"Slovenia",7,6,6,22,7,0,10,9,9,3,5,5,4,6,14,0,4,0,4,5,2,2,7,1,5,0,8,7,5,1,6,1,0,15,77,13,2,0,2,0,0,8,8,5,8,7,0,0,0,0,0,3,0,333,12,2,2023,1,1
"0",2022-07-01,"Slovenia",7,7,6,23,6,0,11,9,9,3,5,5,3,6,14,0,4,0,7,4,2,1,8,1,5,0,8,7,5,1,6,1,0,15,77,13,2,0,2,0,0,8,8,5,9,7,0,0,0,0,0,3,0,335,12,0,2022,7,0
"0",2021-01-01,"Slovenia",9,5,5,21,7,0,9,8,7,2,3,3,3,8,15,0,2,0,7,6,2,3,6,1,6,0,8,7,9,1,2,1,0,15,78,12,3,0,1,2,0,8,7,4,7,8,0,0,0,1,0,6,1,328,9,0,2021,1,1
"0",2022-01-01,"Slovenia",8,7,6,23,6,0,10,7,8,2,5,5,3,6,13,0,3,0,6,5,2,1,6,1,6,0,8,7,8,1,5,1,0,15,78,12,2,0,1,1,0,8,7,5,9,7,0,0,0,1,0,3,0,329,11,0,2022,1,1
"0",2022-04-01,"Slovenia",8,7,6,22,7,0,10,8,8,2,5,5,3,5,13,0,4,0,7,5,2,1,6,1,5,0,8,7,8,1,6,1,0,15,77,12,2,0,2,0,0,8,8,5,9,7,0,0,0,0,0,3,0,331,12,0,2022,4,1
"0",2023-01-01,"Slovakia",10,9,6,23,12,0,17,8,19,6,10,7,5,8,17,0,3,0,22,2,1,9,7,1,12,0,6,22,9,2,9,1,10,13,80,20,5,3,2,0,0,8,13,4,7,13,0,0,0,4,1,2,0,460,12,0,2023,1,1
"0",2022-10-01,"Slovakia",11,9,6,24,11,0,15,8,20,6,10,7,4,7,17,0,3,0,22,2,2,8,7,1,12,0,5,19,9,3,7,1,10,13,80,21,6,3,2,0,0,7,14,4,7,13,0,0,0,4,1,2,0,454,11,0,2022,10,0
"0",2022-01-01,"Slovakia",10,10,5,24,9,0,15,5,21,4,10,7,3,8,17,0,3,0,22,3,2,7,7,1,12,0,7,20,10,3,6,1,10,13,82,20,5,1,2,0,0,6,16,4,8,12,0,0,0,4,1,2,0,447,9,0,2022,1,1
"0",2022-04-01,"Slovakia",10,10,5,24,9,0,14,6,22,5,10,7,3,8,16,0,3,0,23,2,2,7,7,1,12,0,6,21,9,3,6,1,9,13,79,20,5,2,2,0,0,7,16,4,8,12,0,0,0,4,1,2,0,447,11,0,2022,4,1
"0",2022-07-01,"Slovakia",10,9,6,24,9,0,14,6,20,5,10,6,3,8,15,0,3,0,22,2,2,8,7,1,12,0,5,20,10,3,7,1,9,13,78,21,6,3,2,0,0,7,16,4,8,12,0,0,0,4,1,2,0,446,12,0,2022,7,0
"0",2021-04-01,"Slovakia",10,10,5,24,5,0,16,6,19,7,10,7,4,7,20,0,3,0,19,3,2,6,7,1,11,0,8,20,11,2,6,1,9,13,80,21,4,1,3,0,0,7,15,4,7,12,0,0,0,3,1,2,0,439,7,0,2021,4,1
"0",2021-07-01,"Slovakia",10,10,5,24,6,0,15,5,20,7,10,7,4,7,20,0,3,0,21,3,2,6,7,1,11,0,8,20,11,2,7,1,9,13,81,19,4,1,3,0,0,6,15,4,7,13,0,0,0,3,1,2,0,442,8,0,2021,7,0
"0",2021-10-01,"Slovakia",11,10,5,23,8,0,15,5,20,5,10,7,3,8,19,0,3,0,23,3,2,8,7,1,11,0,6,19,12,2,6,1,9,13,82,19,4,1,3,0,0,6,15,4,7,12,0,0,0,3,1,2,0,443,9,0,2021,10,0
"0",2021-01-01,"Slovakia",10,9,5,24,5,0,16,7,20,7,9,7,4,9,19,0,3,0,19,3,2,6,7,1,10,0,8,21,11,3,5,1,8,13,80,19,4,2,3,0,0,8,15,4,7,12,0,0,0,3,1,2,1,440,7,0,2021,1,1
"0",2022-04-01,"United Kingdom",7,18,7,17,8,0,10,8,6,8,11,13,8,11,54,0,5,0,6,5,3,3,7,2,16,0,4,11,25,2,1,6,10,31,72,14,5,4,0,4,0,17,14,6,21,10,0,0,0,1,0,4,0,524,29,0,2022,4,1
"0",2022-01-01,"United Kingdom",7,18,8,19,7,0,10,8,6,8,11,12,9,12,55,0,5,0,7,5,3,3,7,2,16,0,4,11,25,3,1,6,10,31,71,15,5,4,0,4,0,17,15,6,19,10,0,0,0,1,0,5,0,530,29,0,2022,1,1
"0",2022-07-01,"United Kingdom",7,18,7,17,8,0,10,8,5,8,12,13,7,11,54,0,5,0,6,5,3,3,7,2,16,0,4,11,24,2,1,6,10,30,69,13,4,5,0,5,0,15,13,6,20,10,0,0,0,1,0,4,0,513,28,0,2022,7,0
"0",2022-10-01,"United Kingdom",7,17,7,17,8,0,10,8,5,7,13,13,7,12,50,0,4,0,6,5,3,3,7,2,16,0,4,11,23,2,1,6,9,30,64,14,4,5,0,5,0,14,11,6,21,9,0,0,0,1,0,3,0,496,26,0,2022,10,0
"0",2021-04-01,"United Kingdom",6,19,9,21,8,0,10,10,8,10,12,14,8,16,60,0,6,0,8,6,4,3,7,2,17,0,5,13,26,3,1,6,12,33,82,15,6,4,0,4,0,19,15,6,21,12,0,0,0,2,0,6,0,585,30,0,2021,4,1
"0",2021-01-01,"United Kingdom",6,17,10,21,8,0,12,10,8,10,13,13,8,17,60,0,6,0,8,7,4,3,8,2,17,0,5,13,26,3,3,5,12,32,87,15,7,4,0,4,0,19,15,6,22,15,0,0,0,2,0,6,2,604,33,0,2021,1,1
"0",2021-07-01,"United Kingdom",6,19,8,21,7,0,10,10,7,9,12,14,9,14,60,0,6,0,7,5,3,3,7,1,17,0,5,13,26,3,1,6,12,32,82,14,6,4,0,4,0,18,15,6,20,11,0,0,0,2,0,5,0,569,29,0,2021,7,0
"0",2023-01-01,"United Kingdom",7,17,7,16,8,0,10,8,5,7,12,12,7,12,46,0,4,0,6,5,3,2,7,2,15,0,4,11,23,1,1,6,9,28,63,14,4,5,0,5,0,14,11,7,20,8,0,0,0,1,0,3,0,483,27,0,2023,1,1
"0",2021-10-01,"United Kingdom",7,17,8,20,7,0,10,10,7,8,11,12,10,13,57,0,5,0,7,5,3,3,7,2,16,0,4,11,26,3,1,6,10,31,78,15,5,4,0,4,0,17,15,6,20,9,0,0,0,1,0,5,0,545,29,0,2021,10,0
