"c3","date","country","COLLEGE","SG","SJ","COMM","ECFIN","ENTR","COMP","EMPL","AGRI","MOVE","ENER","ENV","CLIMA","RTD","JRC","INFSO","MARE","MARKT","REGIO","TAXUD","EAC","HOME","JUST","FPI","TRADE","DEVCO","ECHO","ESTAT","HR","DIGIT","BUDG","IAS","OLAF","SCIC","DGT","OP","OIB","PMO","OIL","EPSO","CdP.OSP","CNECT","GROW","FISMA","SANTE","NEAR","NON.ASSIGN.DG","TF50","SRSS","DEFIS","IDEA","REFORM","UKTF","total","INTPA","HERA","year","month","spring"
"SWE",2011-12-01,"Sweden",13,6,9,17,17,15,19,11,16,5,16,14,4,20,26,18,9,5,11,6,6,7,7,2,24,29,7,24,17,2,10,1,6,19,80,12,1,0,0,4,0,0,0,0,10,12,0,0,0,0,0,0,0,1074,0,0,2011,12,0
"SWE",2015-01-01,"Sweden",12,6,7,27,15,0,18,10,15,5,17,9,6,20,29,0,11,0,14,8,5,11,12,4,19,30,11,25,12,4,7,0,4,15,84,11,4,2,0,6,0,19,17,7,10,18,0,0,0,0,1,0,0,1134,0,0,2015,1,1
"SWE",2020-07-01,"Sweden",7,11,6,26,11,0,17,9,14,8,14,7,6,13,29,0,9,0,9,6,8,15,7,4,23,26,10,23,15,3,8,1,3,15,71,8,6,0,0,4,0,15,10,9,9,18,0,0,0,3,0,0,1,517,0,0,2020,7,0
"SWE",2014-12-01,"Sweden",12,6,7,17,18,12,17,9,15,5,16,10,6,16,26,0,10,10,10,8,5,9,8,3,19,28,8,25,12,4,7,0,4,15,80,11,2,1,0,5,0,18,0,0,13,9,0,0,0,0,0,0,0,1032,0,0,2014,12,0
"0",2021-10-01,"Austria",9,14,12,20,15,0,20,12,17,9,10,8,3,12,40,0,2,0,11,11,11,10,11,2,8,0,9,9,12,4,10,3,4,6,11,8,2,6,1,3,0,15,19,8,4,30,0,0,0,0,0,1,0,460,28,0,2021,10,0
"0",2021-07-01,"Austria",9,14,12,20,14,0,20,12,17,9,9,7,4,13,40,0,2,0,11,10,11,10,12,4,8,0,8,10,12,4,9,3,5,6,11,9,3,6,1,3,0,15,19,8,4,33,0,0,0,0,0,1,0,470,32,0,2021,7,0
"0",2022-10-01,"Austria",11,12,13,18,20,0,22,17,14,9,12,9,6,11,36,0,1,0,12,10,11,9,13,4,9,0,9,9,11,4,9,3,4,6,13,8,2,6,1,3,0,16,17,8,4,30,0,0,0,0,0,0,0,470,28,0,2022,10,0
"0",2023-01-01,"Austria",11,12,12,18,19,0,23,17,12,8,12,9,6,12,35,0,2,0,12,10,11,9,13,4,9,0,9,9,12,4,9,3,4,6,12,8,2,6,1,3,0,16,18,7,4,30,0,0,0,0,0,0,0,468,29,0,2023,1,1
"0",2021-01-01,"Austria",9,12,12,19,15,0,20,11,21,9,9,7,4,12,40,0,2,0,11,12,9,11,11,6,9,0,8,10,14,3,7,3,4,6,11,9,3,6,1,3,0,15,22,5,3,35,0,0,0,0,0,1,1,474,33,0,2021,1,1
"0",2021-04-01,"Austria",10,13,12,20,13,0,20,11,17,9,9,7,3,13,39,0,2,0,10,11,11,11,11,5,8,0,8,10,13,3,9,3,4,6,11,9,3,6,1,3,0,15,20,7,4,34,0,0,0,0,0,1,0,468,33,0,2021,4,1
"0",2022-01-01,"Austria",10,15,13,20,16,0,20,13,15,10,10,8,3,11,39,0,2,0,11,11,11,10,12,2,8,0,9,9,12,4,10,3,4,6,11,8,2,6,1,3,0,15,19,7,4,30,0,0,0,0,0,1,0,462,28,0,2022,1,1
"0",2022-04-01,"Austria",10,14,13,21,18,0,20,16,15,10,11,8,4,11,39,0,1,0,11,9,11,10,13,3,8,0,9,10,11,4,9,3,4,6,12,8,2,6,1,3,0,15,18,7,3,31,0,0,0,0,0,1,0,467,28,0,2022,4,1
"0",2022-07-01,"Austria",11,12,13,20,20,0,21,16,15,9,12,9,5,12,37,0,1,0,12,9,11,9,13,3,8,0,9,9,11,4,9,3,4,6,12,8,2,6,1,3,0,15,18,7,4,31,0,0,0,0,0,0,0,468,28,0,2022,7,0
"0",2022-04-01,"Belgium",57,104,70,84,57,0,102,89,153,67,55,63,36,156,205,0,50,0,79,81,79,55,47,32,67,0,86,34,359,137,101,19,40,120,153,63,572,195,49,30,0,121,90,50,96,80,0,0,0,41,1,18,0,4568,319,6,2022,4,1
"0",2022-07-01,"Belgium",56,99,70,84,58,0,106,86,156,67,54,66,38,151,204,0,47,0,78,80,77,51,48,32,70,0,88,32,354,134,95,20,39,119,151,64,569,190,48,32,0,116,87,48,97,79,0,0,0,41,1,17,0,4525,319,7,2022,7,0
"0",2022-01-01,"Belgium",61,103,70,87,58,0,103,93,160,70,54,63,35,161,211,0,49,0,77,84,77,53,46,32,70,0,85,35,362,136,106,20,42,124,161,63,571,198,49,31,0,123,84,52,94,78,0,0,0,39,1,18,0,4616,323,4,2022,1,1
"0",2021-04-01,"Belgium",62,103,70,82,60,0,108,99,162,71,53,63,30,170,220,0,49,0,75,82,76,51,45,26,72,0,86,38,382,145,112,21,42,123,164,62,558,206,47,33,0,132,90,56,98,74,0,0,0,43,1,19,0,4692,331,0,2021,4,1
"0",2021-01-01,"Belgium",59,103,68,84,57,0,112,103,163,73,56,63,29,194,221,0,50,0,75,84,79,53,44,24,71,0,84,39,384,151,118,22,44,123,165,64,557,206,46,33,0,134,94,58,96,73,0,0,0,39,1,18,10,4758,334,0,2021,1,1
"0",2021-07-01,"Belgium",60,104,72,83,60,0,109,96,161,74,53,60,32,165,214,0,50,0,75,84,75,49,44,28,74,0,86,37,374,137,112,21,41,123,161,60,565,206,48,33,0,129,85,55,97,76,0,0,0,39,1,18,0,4655,329,0,2021,7,0
"0",2022-10-01,"Belgium",56,104,68,80,57,0,111,80,158,64,56,66,37,148,202,0,45,0,74,80,75,54,47,31,69,0,89,31,357,131,94,18,39,118,152,65,567,190,49,32,0,119,82,48,96,82,0,0,0,44,1,15,0,4496,307,8,2022,10,0
"0",2021-10-01,"Belgium",58,106,70,83,57,0,107,96,160,72,54,61,33,166,212,0,50,0,76,88,78,50,44,31,73,0,86,35,375,136,109,20,41,124,162,60,570,202,48,33,0,125,86,54,96,76,0,0,0,37,1,18,0,4641,321,1,2021,10,0
"0",2023-01-01,"Belgium",54,104,68,78,55,0,109,82,160,64,60,65,39,147,200,0,42,0,74,79,74,53,48,31,69,0,85,32,346,130,95,19,37,113,151,61,563,188,49,31,0,115,83,46,95,83,0,0,0,42,1,15,0,4458,315,8,2023,1,1
"0",2022-10-01,"Bulgaria",16,28,13,38,23,0,28,20,26,8,19,11,6,18,42,0,11,0,24,11,10,9,14,5,16,0,5,31,19,16,24,16,10,17,76,17,10,2,2,2,0,13,18,8,18,27,0,0,0,4,1,9,0,769,27,1,2022,10,0
"0",2021-01-01,"Bulgaria",17,24,11,35,20,0,27,16,28,7,15,9,7,24,43,0,7,0,22,14,13,9,11,3,14,0,6,31,15,14,25,14,11,20,80,11,9,3,2,1,0,17,21,9,16,30,0,0,0,5,1,11,1,752,23,0,2021,1,1
"0",2021-10-01,"Bulgaria",19,26,11,38,20,0,28,18,29,7,16,10,6,14,42,0,10,0,25,13,12,10,13,4,16,0,5,33,17,13,27,16,10,19,77,14,10,4,4,1,0,13,19,9,17,30,0,0,0,5,0,9,0,762,23,0,2021,10,0
"0",2023-01-01,"Bulgaria",15,28,13,38,24,0,27,21,26,8,19,11,6,17,45,0,11,0,24,11,11,10,14,6,16,0,6,32,20,17,24,15,10,17,76,17,10,2,2,2,0,13,18,8,18,24,0,0,0,4,1,10,0,773,25,1,2023,1,1
"0",2022-04-01,"Bulgaria",19,25,13,38,24,0,27,21,28,8,17,10,6,17,41,0,11,0,24,13,11,10,13,5,17,0,5,32,17,12,23,17,10,19,76,17,11,4,2,2,0,13,18,8,17,28,0,0,0,5,0,10,0,769,25,0,2022,4,1
"0",2022-01-01,"Bulgaria",19,25,11,38,22,0,30,19,29,8,16,10,6,17,42,0,10,0,24,13,11,12,13,4,17,0,5,33,16,13,25,16,10,19,76,16,11,4,2,1,0,12,19,9,17,28,0,0,0,6,0,10,0,766,22,0,2022,1,1
"0",2021-04-01,"Bulgaria",18,25,11,37,19,0,27,17,28,6,15,9,7,16,45,0,8,0,22,13,12,10,13,3,14,0,5,32,16,15,25,14,11,20,78,12,9,3,2,1,0,15,21,9,15,30,0,0,0,5,1,11,0,748,23,0,2021,4,1
"0",2022-07-01,"Bulgaria",18,28,13,38,24,0,28,21,27,8,19,11,6,17,42,0,11,0,24,13,11,10,13,5,17,0,5,31,17,15,23,16,10,18,76,17,11,3,2,2,0,14,17,7,18,27,0,0,0,5,1,9,0,775,26,1,2022,7,0
"0",2021-07-01,"Bulgaria",19,28,11,38,19,0,30,16,29,6,16,9,7,15,41,0,8,0,24,13,13,10,14,4,13,0,4,33,17,14,24,15,11,19,76,13,10,4,3,1,0,13,21,9,16,30,0,0,0,5,0,9,0,753,23,0,2021,7,0
"0",2022-10-01,"Cyprus",6,2,1,10,7,0,4,10,4,2,2,1,2,4,7,0,5,0,7,2,11,3,2,1,0,0,1,0,4,1,2,1,2,7,3,1,1,1,0,1,0,3,2,3,7,5,0,0,0,2,0,10,0,153,3,0,2022,10,0
"0",2022-01-01,"Cyprus",6,2,1,11,6,0,4,11,4,1,2,1,2,3,7,0,5,0,7,1,9,4,2,1,0,0,1,0,4,1,2,1,2,6,3,1,1,0,0,2,0,4,2,2,7,2,0,0,0,2,0,9,0,145,3,0,2022,1,1
"0",2021-10-01,"Cyprus",7,2,1,11,6,0,4,10,4,2,3,1,2,3,6,0,4,0,7,1,9,4,2,1,0,0,1,0,4,1,2,1,2,6,3,1,1,0,0,2,0,3,2,2,7,1,0,0,0,2,0,9,0,143,3,0,2021,10,0
"0",2022-07-01,"Cyprus",6,2,1,11,7,0,4,10,4,1,2,1,2,4,7,0,5,0,7,1,10,4,2,1,0,0,1,0,3,1,3,1,2,6,3,1,1,1,0,1,0,3,2,3,7,5,0,0,0,2,0,10,0,150,2,0,2022,7,0
"0",2023-01-01,"Cyprus",6,2,1,10,7,0,4,10,4,2,2,1,2,4,8,0,5,0,7,2,11,3,1,1,0,0,1,0,5,1,3,1,2,7,3,1,1,1,0,2,0,3,2,3,7,5,0,0,0,2,0,10,0,156,3,0,2023,1,1
"0",2021-04-01,"Cyprus",7,2,1,9,4,0,4,10,4,2,3,2,2,1,6,0,4,0,7,1,8,5,2,1,1,0,1,0,4,1,2,0,2,5,3,1,1,0,0,2,0,3,2,1,7,1,0,0,0,1,0,10,0,136,3,0,2021,4,1
"0",2021-07-01,"Cyprus",7,2,1,10,6,0,4,10,4,2,3,2,2,1,6,0,4,0,7,1,8,5,2,1,1,0,1,0,4,1,2,0,2,5,3,1,1,0,0,2,0,3,2,2,7,1,0,0,0,2,0,9,0,140,3,0,2021,7,0
"0",2021-01-01,"Cyprus",7,2,1,9,3,0,3,11,4,2,3,3,2,4,6,0,3,0,7,1,9,5,1,1,1,0,1,0,4,1,3,0,2,5,3,1,1,0,0,2,0,2,2,2,6,1,0,0,0,1,0,10,0,138,3,0,2021,1,1
"0",2022-04-01,"Cyprus",6,2,1,11,6,0,4,10,4,1,2,1,2,4,6,0,5,0,7,1,9,4,2,1,0,0,1,0,3,1,2,1,2,6,3,1,1,1,0,1,0,3,2,2,7,3,0,0,0,2,0,9,0,143,3,0,2022,4,1
"0",2022-04-01,"Czechia",9,6,13,28,13,0,13,23,7,5,13,6,4,14,25,0,2,0,26,7,5,14,12,4,18,0,5,7,13,4,16,3,3,15,77,16,5,3,4,3,0,9,14,8,18,14,0,0,0,1,0,1,0,523,17,0,2022,4,1
"0",2023-01-01,"Czechia",10,7,13,29,13,0,12,22,10,3,14,5,6,14,23,0,2,0,24,7,5,10,11,4,17,0,4,8,13,3,17,3,3,15,79,17,4,2,4,3,0,10,14,11,18,16,0,0,0,2,0,1,0,526,18,0,2023,1,1
"0",2022-10-01,"Czechia",10,6,12,29,13,0,12,21,9,3,15,5,5,13,24,0,2,0,25,7,5,12,11,4,18,0,4,8,12,3,16,3,3,15,77,17,4,2,4,3,0,10,13,10,17,14,0,0,0,1,0,1,0,515,17,0,2022,10,0
"0",2022-01-01,"Czechia",9,6,13,28,12,0,12,23,7,5,12,7,5,13,25,0,2,0,26,7,5,12,13,4,18,0,5,7,13,4,16,3,3,16,78,16,5,3,5,3,0,9,15,9,18,14,0,0,0,1,0,2,0,526,17,0,2022,1,1
"0",2021-10-01,"Czechia",9,6,13,30,10,0,12,21,7,5,11,7,5,13,26,0,2,0,25,7,5,12,12,3,18,0,5,7,15,4,16,3,3,15,81,16,5,3,5,4,0,10,15,9,18,13,0,0,0,1,0,2,0,528,19,0,2021,10,0
"0",2022-07-01,"Czechia",8,6,12,30,14,0,13,22,9,4,14,5,3,13,24,0,2,0,26,7,5,13,12,4,18,0,4,8,13,4,16,3,3,15,77,17,4,3,4,3,0,10,13,9,17,13,0,0,0,1,0,1,0,517,15,0,2022,7,0
"0",2021-07-01,"Czechia",9,5,13,32,10,0,12,25,8,6,11,7,5,14,26,0,2,0,26,8,5,11,11,4,18,0,4,8,15,3,14,3,3,16,83,15,5,3,5,4,0,10,15,9,16,11,0,0,0,1,0,2,0,533,20,0,2021,7,0
"0",2021-04-01,"Czechia",8,4,13,31,10,0,12,24,8,6,11,7,5,13,28,0,2,0,29,8,5,10,12,4,18,0,5,8,16,2,15,3,3,16,83,14,5,4,5,4,0,10,15,9,16,11,0,0,0,1,0,1,0,535,21,0,2021,4,1
"0",2021-01-01,"Czechia",8,3,14,31,10,0,12,23,8,6,10,7,5,18,28,0,2,0,27,7,5,9,12,3,18,0,6,8,15,2,13,3,3,16,82,15,4,4,4,4,0,10,18,9,15,10,0,0,0,1,0,1,1,531,21,0,2021,1,1
"0",2021-10-01,"Germany",37,59,31,68,63,0,96,56,52,39,54,41,27,65,246,0,23,0,31,28,19,36,36,18,58,0,24,64,66,8,33,5,21,54,113,34,8,14,5,8,0,54,59,39,48,72,0,0,0,14,2,11,0,2042,102,1,2021,10,0
"0",2022-01-01,"Germany",37,59,31,70,66,0,93,57,49,37,54,41,26,67,242,0,21,0,32,28,18,37,36,17,57,0,26,64,65,8,34,5,21,54,113,35,7,14,5,7,0,54,61,39,47,71,0,0,0,14,2,11,0,2039,104,3,2022,1,1
"0",2021-01-01,"Germany",45,54,29,73,62,0,96,54,50,42,51,39,28,69,244,0,24,0,35,28,14,37,36,15,50,0,19,66,79,12,34,5,27,56,123,33,8,14,6,8,0,60,60,37,50,70,0,0,0,13,2,11,7,2084,109,0,2021,1,1
"0",2023-01-01,"Germany",40,61,33,67,68,0,86,56,50,39,52,43,29,66,239,0,18,0,30,35,20,39,31,19,54,0,20,63,65,8,33,5,25,57,99,31,8,15,5,6,0,53,55,37,45,66,0,0,0,14,3,10,0,2012,106,8,2023,1,1
"0",2022-04-01,"Germany",37,62,32,69,65,0,92,55,49,37,53,44,27,66,239,0,21,0,32,29,19,38,35,19,58,0,25,63,60,8,34,5,22,56,108,35,7,14,5,7,0,51,57,37,45,71,0,0,0,14,2,10,0,2017,98,5,2022,4,1
"0",2021-04-01,"Germany",44,57,29,72,62,0,97,53,51,40,50,39,27,64,240,0,23,0,35,30,15,38,35,16,51,0,20,67,74,11,33,5,27,56,123,33,8,15,6,8,0,61,59,41,52,70,0,0,0,13,2,11,0,2069,106,0,2021,4,1
"0",2022-07-01,"Germany",38,62,32,71,67,0,92,57,51,38,53,43,27,66,239,0,19,0,30,30,20,37,34,21,57,0,26,65,58,7,35,5,24,57,103,34,7,13,5,7,0,53,56,38,44,71,0,0,0,13,2,10,0,2019,96,6,2022,7,0
"0",2022-10-01,"Germany",40,64,32,69,68,0,88,58,51,39,54,44,30,66,236,0,19,0,30,32,20,37,32,19,55,0,21,64,54,8,34,5,24,57,100,34,7,13,5,7,0,52,57,39,45,67,0,0,0,13,2,10,0,2012,103,8,2022,10,0
"0",2021-07-01,"Germany",41,59,30,69,63,0,93,54,52,38,54,41,29,63,241,0,23,0,35,31,17,39,35,17,56,0,21,67,67,8,33,4,22,56,117,34,9,14,5,8,0,56,59,41,50,71,0,0,0,13,2,11,0,2053,105,0,2021,7,0
"0",2021-10-01,"Denmark",14,10,7,17,6,0,10,6,7,6,6,9,4,4,26,0,4,0,3,3,2,4,0,5,11,0,2,7,25,2,1,0,7,11,69,9,0,3,0,0,0,5,3,0,4,6,0,0,0,0,0,1,0,338,19,0,2021,10,0
"0",2022-01-01,"Denmark",13,9,7,17,7,0,10,5,7,6,7,9,4,4,26,0,4,0,3,3,2,3,0,5,11,0,2,7,21,2,1,0,7,11,68,9,0,3,0,0,0,6,3,0,4,6,0,0,0,1,0,1,0,333,19,0,2022,1,1
"0",2023-01-01,"Denmark",10,9,6,20,5,0,8,6,7,5,7,9,5,4,23,0,2,0,3,3,1,2,0,4,11,0,2,6,26,2,1,0,6,11,66,5,0,3,0,1,0,8,2,0,4,6,0,0,0,1,0,2,0,320,18,0,2023,1,1
"0",2021-01-01,"Denmark",13,13,8,18,6,0,10,7,8,6,5,8,5,7,26,0,4,0,3,3,2,4,0,5,12,0,2,9,24,3,1,0,7,11,71,9,1,3,0,0,0,5,2,0,4,7,0,0,0,0,0,1,1,353,19,0,2021,1,1
"0",2022-07-01,"Denmark",12,10,7,20,6,0,9,5,6,5,7,9,5,4,24,0,3,0,3,4,2,3,0,5,10,0,2,6,24,2,1,0,6,11,65,6,0,3,0,1,0,8,2,0,4,6,0,0,0,1,0,2,0,327,18,0,2022,7,0
"0",2022-10-01,"Denmark",11,9,7,21,5,0,8,5,6,5,7,10,5,4,23,0,3,0,3,3,1,2,0,4,11,0,3,6,26,2,1,0,6,11,65,5,0,3,0,1,0,8,2,0,4,7,0,0,0,1,0,2,0,323,17,0,2022,10,0
"0",2021-07-01,"Denmark",14,12,7,17,6,0,10,6,8,6,6,10,5,4,27,0,4,0,3,3,2,4,0,6,12,0,2,9,26,3,1,0,7,10,70,9,0,3,0,0,0,5,3,0,4,6,0,0,0,0,0,1,0,349,18,0,2021,7,0
"0",2022-04-01,"Denmark",12,8,7,18,6,0,9,5,6,6,7,9,5,5,25,0,3,0,3,4,2,3,0,6,12,0,2,6,21,2,1,0,6,11,65,8,0,3,0,0,0,8,4,0,4,6,0,0,0,1,0,1,0,329,19,0,2022,4,1
"0",2021-04-01,"Denmark",13,14,7,18,6,0,10,7,7,6,5,8,5,6,26,0,4,0,3,3,2,4,0,5,12,0,2,9,24,3,1,0,7,11,71,9,1,3,0,0,0,5,3,0,4,7,0,0,0,0,0,1,0,350,18,0,2021,4,1
"0",2022-01-01,"Estonia",11,6,4,20,8,0,2,8,6,10,1,2,1,6,4,0,0,0,4,5,2,2,7,3,2,0,1,5,10,3,1,0,1,12,78,7,0,0,2,1,0,3,6,3,4,6,0,0,0,1,0,2,0,265,4,1,2022,1,1
"0",2021-10-01,"Estonia",11,6,4,20,7,0,2,8,6,10,2,2,1,6,4,0,0,0,4,6,2,2,7,3,2,0,0,5,10,4,1,0,0,12,77,7,0,0,2,1,0,3,7,3,5,6,0,0,0,1,0,3,0,266,4,0,2021,10,0
"0",2022-10-01,"Estonia",10,6,5,21,8,0,2,6,6,10,1,2,1,7,4,0,0,0,3,5,3,1,7,3,2,0,1,5,10,3,1,0,1,12,79,8,0,0,2,1,0,3,5,3,4,6,0,0,0,1,0,2,0,265,4,1,2022,10,0
"0",2021-07-01,"Estonia",11,6,4,20,7,0,2,7,6,10,2,2,1,6,4,0,0,0,4,5,2,2,7,3,1,0,1,5,10,4,1,0,0,11,77,7,0,0,2,1,0,4,7,3,5,6,0,0,0,1,0,3,0,265,5,0,2021,7,0
"0",2022-04-01,"Estonia",11,6,4,19,8,0,2,8,6,10,1,2,1,6,4,0,0,0,4,5,3,2,7,3,2,0,1,5,9,3,1,0,1,12,79,7,0,0,2,1,0,3,6,3,4,6,0,0,0,1,0,2,0,265,4,1,2022,4,1
"0",2023-01-01,"Estonia",10,6,5,21,8,0,2,8,6,9,1,2,1,8,3,0,0,0,3,5,3,1,6,3,2,0,1,5,10,3,1,0,1,12,78,8,0,0,2,1,0,2,5,3,4,6,0,0,0,2,0,2,0,264,4,1,2023,1,1
"0",2022-07-01,"Estonia",10,6,5,20,8,0,2,8,6,10,1,2,1,7,4,0,0,0,4,5,3,2,7,3,2,0,1,5,9,3,1,0,1,12,79,7,0,0,2,1,0,3,6,3,4,6,0,0,0,1,0,2,0,267,4,1,2022,7,0
"0",2021-04-01,"Estonia",11,6,4,20,7,0,2,7,6,9,2,2,2,5,4,0,0,0,4,5,2,2,7,3,1,0,1,5,9,4,1,0,0,12,78,9,0,0,2,1,0,5,7,3,5,6,0,0,0,1,0,4,0,269,5,0,2021,4,1
"0",2021-01-01,"Estonia",12,4,4,20,7,0,2,6,6,9,2,2,2,5,3,0,0,0,6,5,2,3,7,3,0,0,1,5,9,4,1,0,0,12,78,8,0,0,2,1,0,5,6,3,4,7,0,0,0,1,0,4,2,268,5,0,2021,1,1
"0",2022-01-01,"Greece",16,25,18,48,32,0,53,36,43,19,24,20,4,82,128,0,21,0,26,29,22,41,14,4,17,0,18,31,51,60,36,6,21,26,91,32,40,24,12,4,0,41,33,11,51,32,0,0,0,9,1,23,0,1420,45,0,2022,1,1
"0",2022-10-01,"Greece",17,27,16,52,32,0,60,38,42,24,25,18,6,87,116,0,23,0,25,29,21,40,12,5,20,0,19,30,52,67,39,5,18,28,91,33,42,25,12,4,0,42,26,16,57,37,0,0,0,13,1,22,0,1467,50,3,2022,10,0
"0",2021-10-01,"Greece",16,24,18,49,30,0,53,37,45,19,26,19,7,80,133,0,20,0,25,29,23,38,13,6,16,0,16,31,50,61,37,5,20,27,91,34,42,24,12,3,0,41,33,11,50,31,0,0,0,8,1,25,0,1423,44,0,2021,10,0
"0",2022-07-01,"Greece",18,27,18,49,31,0,57,35,45,22,25,17,6,89,121,0,24,0,26,30,22,41,14,5,18,0,21,31,53,63,37,5,19,28,88,34,42,24,12,4,0,40,26,14,57,34,0,0,0,13,1,21,0,1457,48,2,2022,7,0
"0",2021-01-01,"Greece",18,29,16,48,27,0,50,35,42,21,24,21,8,95,135,0,18,0,28,23,21,33,15,6,17,0,17,28,48,56,32,5,21,27,102,37,42,23,11,2,0,48,33,11,50,37,0,0,0,7,0,24,1,1440,48,0,2021,1,1
"0",2021-07-01,"Greece",17,26,17,48,32,0,53,36,44,20,25,21,8,77,133,0,19,0,26,26,21,37,13,7,16,0,17,27,49,59,34,5,22,27,94,34,42,23,11,3,0,43,32,12,48,32,0,0,0,8,0,25,0,1415,46,0,2021,7,0
"0",2023-01-01,"Greece",18,26,16,52,33,0,62,36,41,25,25,18,6,87,116,0,23,0,24,28,19,38,11,5,20,0,17,31,56,65,40,5,18,28,91,31,43,24,13,4,0,40,27,17,59,38,0,0,0,13,1,24,0,1468,51,3,2023,1,1
"0",2022-04-01,"Greece",17,25,18,47,29,0,54,35,42,20,25,19,4,87,124,0,24,0,27,29,24,40,14,4,17,0,18,32,54,58,35,6,19,27,89,33,40,24,13,4,0,40,28,11,54,33,0,0,0,9,1,22,0,1423,47,1,2022,4,1
"0",2021-04-01,"Greece",17,26,17,47,27,0,50,36,43,20,25,21,8,76,132,0,19,0,28,24,20,35,16,7,16,0,17,27,49,56,33,5,23,26,96,35,42,23,11,3,0,44,33,12,50,33,0,0,0,7,0,23,0,1405,47,0,2021,4,1
"0",2021-10-01,"Spain",30,62,39,53,39,0,80,66,82,35,44,38,18,80,307,0,32,0,45,41,33,30,13,30,62,0,43,36,92,46,51,11,17,65,91,37,134,44,23,6,0,68,44,23,64,87,0,0,0,13,3,10,0,2554,287,0,2021,10,0
"0",2021-04-01,"Spain",27,61,37,52,34,0,80,60,84,35,37,37,16,82,293,0,37,0,45,37,32,34,14,26,62,0,41,30,89,52,52,12,18,66,91,35,138,46,23,7,0,66,49,21,63,84,0,0,0,13,3,11,0,2518,286,0,2021,4,1
"0",2023-01-01,"Spain",31,64,31,52,42,0,74,68,85,38,47,36,17,81,303,0,37,0,50,43,35,30,19,29,64,0,43,41,85,49,45,12,17,57,85,30,133,45,21,6,0,74,44,29,67,79,0,0,0,20,3,14,0,2585,305,5,2023,1,1
"0",2022-01-01,"Spain",30,61,35,53,40,0,73,65,78,35,47,38,17,75,304,0,36,0,49,43,35,29,16,30,63,0,43,37,90,45,53,11,19,64,89,35,135,45,23,5,0,67,47,24,63,82,0,0,0,13,3,11,0,2545,288,1,2022,1,1
"0",2022-04-01,"Spain",32,58,36,55,42,0,72,70,79,36,47,35,17,74,311,0,36,0,49,48,36,28,18,32,63,0,42,36,88,46,51,13,18,61,90,34,136,46,22,5,0,69,45,25,63,81,0,0,0,14,3,11,0,2567,293,1,2022,4,1
"0",2022-10-01,"Spain",34,63,30,52,43,0,73,67,79,39,47,34,17,82,300,0,36,0,49,44,36,28,18,30,66,0,44,41,82,46,46,12,17,58,87,29,137,45,21,5,0,71,44,28,68,81,0,0,0,19,3,14,0,2570,301,4,2022,10,0
"0",2022-07-01,"Spain",35,60,33,53,43,0,72,71,76,35,45,36,17,82,304,0,34,0,48,46,36,29,18,31,64,0,46,39,84,47,49,13,16,57,87,29,136,46,23,5,0,69,45,24,65,85,0,0,0,17,3,13,0,2556,288,2,2022,7,0
"0",2021-01-01,"Spain",28,57,35,53,32,0,79,56,85,36,35,37,16,110,291,0,39,0,41,35,33,34,13,27,62,0,42,30,87,53,53,12,18,62,93,36,136,45,24,7,0,68,49,20,64,86,0,0,0,13,3,10,4,2528,279,0,2021,1,1
"0",2021-07-01,"Spain",30,64,37,52,37,0,78,58,83,36,40,40,17,84,300,0,34,0,44,38,34,32,15,26,60,0,42,32,87,47,50,11,18,66,91,36,136,45,24,7,0,68,47,23,64,85,0,0,0,13,3,12,0,2533,287,0,2021,7,0
"0",2022-07-01,"Finland",15,3,8,25,10,0,12,12,8,8,13,7,4,9,30,0,0,0,11,7,4,5,11,5,14,0,10,16,26,5,3,2,5,20,87,13,4,2,2,4,0,18,16,2,12,15,0,0,0,3,0,4,0,508,18,0,2022,7,0
"0",2022-10-01,"Finland",16,3,8,26,9,0,13,12,7,8,13,7,3,9,27,0,0,0,11,7,4,6,11,4,16,0,9,16,25,5,4,2,5,19,86,12,4,2,2,4,0,15,14,2,12,14,0,0,0,3,0,5,0,499,19,0,2022,10,0
"0",2021-07-01,"Finland",14,5,6,21,8,0,12,13,7,8,16,7,4,10,28,0,0,0,11,7,5,3,11,6,16,0,11,20,23,4,5,3,5,21,92,13,4,2,2,5,0,23,16,4,14,15,0,0,0,3,0,3,0,521,15,0,2021,7,0
"0",2021-10-01,"Finland",14,5,8,23,7,0,13,11,7,9,15,7,4,10,27,0,0,0,11,7,5,4,12,5,15,0,11,19,23,4,5,2,5,21,89,13,4,2,2,4,0,22,16,3,14,15,0,0,0,3,0,3,0,517,18,0,2021,10,0
"0",2021-01-01,"Finland",13,3,8,24,8,0,12,12,8,8,15,7,5,14,30,0,0,0,10,7,4,4,9,6,15,0,10,21,20,5,7,2,5,22,93,14,3,2,2,5,0,26,17,4,15,16,0,0,0,4,0,4,0,535,16,0,2021,1,1
"0",2022-01-01,"Finland",14,4,8,23,9,0,12,10,7,9,15,7,4,10,27,0,0,0,11,7,5,4,12,5,15,0,12,17,23,4,5,2,5,21,92,12,4,2,2,4,0,22,16,3,14,15,0,0,0,3,0,3,0,517,18,0,2022,1,1
"0",2023-01-01,"Finland",16,3,8,25,8,0,13,12,7,8,13,6,3,10,28,0,1,0,11,6,4,6,10,4,16,0,10,16,26,5,4,2,5,18,85,13,2,1,2,4,0,15,13,3,12,13,0,0,0,3,0,6,0,495,19,0,2023,1,1
